total_time;spawn_time;image_time;instance_time;concurrent_instances
8612;600;-;373;20
10628;575;-;376;20
10878;816;-;483;20
12797;1205;-;889;20
13214;1209;-;887;20
13346;1327;-;1024;20
13074;1297;-;933;20
13218;1690;-;1413;20
13128;1536;-;1243;20
13176;1162;-;825;20
13472;1378;-;1040;20
13613;2109;-;1779;20
13352;2067;-;1793;20
13498;1935;-;1466;20
13881;1627;-;1296;20
13738;1849;-;1503;20
14042;1118;-;869;20
13920;1700;-;1288;20
13987;1610;-;1308;20
13948;1091;-;722;20
