8590.00;1150
17910.00;2062
17910.00;2036
8800.00;1215
8300.00;1343
8700.00;1177
17960.00;2074
18170.00;2059
9150.00;1293
18010.00;2036
8420.00;1237
8320.00;1179
18260.00;2212
18440.00;2197
9590.00;1371
17690.00;2081
8540.00;1189
9250.00;1356
18210.00;2030
18280.00;2063
