"usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send","read","writ","epoch","read","writ"
2.387,0.513,97.057,0.040,0.000,0.003,2340270080.0,254021632.0,6623006720.0,1.25939232768e+11,0.0,0.0,85809.327,936073.837,1438011921.446,4.844,176.751
0.156,0.250,99.594,0.0,0.0,0.0,2339131392.0,254021632.0,6623010816.0,1.2594036736e+11,392.0,1266.0,0.0,0.0,1438011922.447,0.0,0.0
0.125,0.094,99.781,0.0,0.0,0.0,2338816000.0,254021632.0,6623014912.0,1.25940678656e+11,134.0,422.0,0.0,0.0,1438011923.447,0.0,0.0
0.469,0.094,99.406,0.0,0.0,0.031,2338443264.0,254021632.0,6623014912.0,1.25941051392e+11,134.0,422.0,0.0,131072.0,1438011924.447,0.0,13.0
0.281,0.125,99.594,0.0,0.0,0.0,2336501760.0,254021632.0,6623019008.0,1.259429888e+11,58243.0,44081.0,0.0,81920.0,1438011925.447,0.0,2.0
0.218,0.250,99.532,0.0,0.0,0.0,2335154176.0,254021632.0,6623019008.0,1.25944336384e+11,134.0,438.0,0.0,0.0,1438011926.447,0.0,0.0
0.125,0.094,99.781,0.0,0.0,0.0,2334572544.0,254021632.0,6623019008.0,1.25944918016e+11,134.0,422.0,0.0,0.0,1438011927.447,0.0,0.0
0.094,0.031,99.875,0.0,0.0,0.0,2334314496.0,254021632.0,6623023104.0,1.25945171968e+11,134.0,422.0,0.0,0.0,1438011928.447,0.0,0.0
0.218,0.094,99.688,0.0,0.0,0.0,2333667328.0,254021632.0,6623023104.0,1.25945819136e+11,198.0,422.0,0.0,16384.0,1438011929.447,0.0,4.0
0.219,0.188,99.594,0.0,0.0,0.0,2333884416.0,254021632.0,6623023104.0,1.25945602048e+11,134.0,438.0,0.0,0.0,1438011930.447,0.0,0.0
0.063,0.031,99.906,0.0,0.0,0.0,2332889088.0,254021632.0,6623023104.0,1.25946597376e+11,134.0,422.0,0.0,16384.0,1438011931.447,0.0,2.0
0.312,0.156,99.531,0.0,0.0,0.0,2331545600.0,254021632.0,6623027200.0,1.25947936768e+11,198.0,438.0,0.0,0.0,1438011932.447,0.0,0.0
0.094,0.094,99.812,0.0,0.0,0.0,2331152384.0,254021632.0,6623027200.0,1.25948329984e+11,134.0,422.0,0.0,0.0,1438011933.447,0.0,0.0
0.188,0.062,99.750,0.0,0.0,0.0,2331197440.0,254021632.0,6623027200.0,1.25948284928e+11,322.0,572.0,0.0,245760.0,1438011934.447,0.0,6.0
0.281,0.156,99.563,0.0,0.0,0.0,2330017792.0,254021632.0,6623027200.0,1.25949464576e+11,1732.0,2759.0,0.0,0.0,1438011935.447,0.0,0.0
