"usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send","read","writ","epoch","read","writ"
0.470,0.125,99.405,0.0,0.0,0.0,11144503296.0,381612032.0,13593665536.0,42392821760.0,5594.0,438.0,0.0,0.0,1438012066.258,0.0,0.0
0.375,0.312,99.031,0.281,0.0,0.0,11144646656.0,381612032.0,13593665536.0,42392678400.0,3560.0,422.0,0.0,24576.0,1438012067.258,0.0,3.0
0.438,0.125,99.436,0.0,0.0,0.0,11144237056.0,381612032.0,13593665536.0,42393088000.0,2563.0,438.0,0.0,20480.0,1438012068.258,0.0,3.0
0.251,0.094,99.404,0.251,0.0,0.0,11143999488.0,381612032.0,13593665536.0,42393325568.0,4992.0,438.0,0.0,688128.0,1438012069.258,0.0,33.0
0.313,0.157,99.342,0.188,0.0,0.0,11143094272.0,381612032.0,13593665536.0,42394230784.0,3556.0,438.0,0.0,61440.0,1438012070.258,0.0,3.0
0.439,0.063,99.436,0.063,0.0,0.0,11143254016.0,381612032.0,13593669632.0,42394066944.0,7164.0,2603.0,0.0,20480.0,1438012071.258,0.0,3.0
0.500,0.156,99.344,0.0,0.0,0.0,11143503872.0,381612032.0,13593669632.0,42393817088.0,4992.0,438.0,0.0,0.0,1438012072.258,0.0,0.0
0.438,0.125,99.374,0.063,0.0,0.0,11143516160.0,381612032.0,13593669632.0,42393804800.0,3529.0,422.0,0.0,20480.0,1438012073.258,0.0,3.0
0.720,0.313,98.873,0.063,0.0,0.031,11142451200.0,381612032.0,13593673728.0,42394865664.0,2627.0,438.0,0.0,28672.0,1438012074.258,0.0,4.0
0.532,0.125,99.280,0.063,0.0,0.0,11142443008.0,381612032.0,13593686016.0,42394861568.0,7383.0,2154.0,0.0,36864.0,1438012075.258,0.0,3.0
0.563,0.250,99.187,0.0,0.0,0.0,11142631424.0,381612032.0,13593686016.0,42394673152.0,3257.0,438.0,0.0,0.0,1438012076.258,0.0,0.0
3.353,0.689,95.707,0.157,0.0,0.094,11144941568.0,381612032.0,13593718784.0,42392330240.0,75926.0,135291.0,0.0,131072.0,1438012077.258,0.0,12.0
1.722,0.282,97.057,0.939,0.0,0.0,11145154560.0,381612032.0,13593747456.0,42392088576.0,58523.0,57242.0,0.0,512000.0,1438012078.258,0.0,82.0
3.352,0.470,93.860,2.162,0.0,0.157,11146469376.0,381612032.0,13593763840.0,42390757376.0,286302.0,5978.0,0.0,1413120.0,1438012079.258,0.0,173.0
5.058,0.911,91.580,2.231,0.0,0.220,11147493376.0,381612032.0,13593817088.0,42389680128.0,336414.0,6586.0,0.0,3780608.0,1438012080.258,0.0,209.0
2.043,0.409,95.159,2.326,0.0,0.063,11148521472.0,381612032.0,13593837568.0,42388631552.0,108472.0,2598.0,0.0,6189056.0,1438012081.258,0.0,328.0
3.104,0.439,94.606,1.787,0.0,0.063,11153555456.0,381612032.0,13593903104.0,42383532032.0,616111.0,10828.0,0.0,1179648.0,1438012082.258,0.0,163.0
