"usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send","read","writ","epoch","read","writ"
0.729,0.266,98.669,0.333,0.000,0.003,11119456256.0,381612032.0,13584183296.0,42427351040.0,0.0,0.0,1203.058,913898.963,1438011753.351,0.085,88.546
0.972,0.282,98.432,0.314,0.0,0.0,11120947200.0,381612032.0,13584199680.0,42425843712.0,2038.0,2517.0,0.0,233472.0,1438011754.352,0.0,10.0
0.408,0.157,99.341,0.094,0.0,0.0,11119128576.0,381612032.0,13584232448.0,42427629568.0,2525.0,2036.0,0.0,262144.0,1438011755.352,0.0,11.0
0.595,0.094,99.248,0.063,0.0,0.0,11121328128.0,381612032.0,13584232448.0,42425430016.0,852.0,706.0,0.0,225280.0,1438011756.352,0.0,10.0
0.627,0.188,98.871,0.313,0.0,0.0,11121156096.0,381612032.0,13584232448.0,42425602048.0,1014.0,652.0,0.0,245760.0,1438011757.352,0.0,16.0
0.501,0.157,99.311,0.031,0.0,0.0,11118092288.0,381612032.0,13584232448.0,42428665856.0,1498.0,1382.0,0.0,229376.0,1438011758.352,0.0,10.0
1.378,0.188,98.341,0.094,0.0,0.0,11136139264.0,381612032.0,13584232448.0,42410618880.0,1332.0,1146.0,0.0,241664.0,1438011759.352,0.0,13.0
2.977,0.501,95.895,0.595,0.0,0.031,11144273920.0,381612032.0,13584257024.0,42402459648.0,322.0,556.0,0.0,475136.0,1438011760.352,0.0,40.0
4.958,0.722,92.124,2.008,0.0,0.188,11144392704.0,381612032.0,13584322560.0,42402275328.0,134.0,438.0,0.0,8642560.0,1438011761.352,0.0,264.0
4.480,0.815,93.233,1.347,0.0,0.125,11144318976.0,381612032.0,13584388096.0,42402283520.0,204.0,556.0,0.0,1273856.0,1438011762.352,0.0,127.0
4.696,0.626,92.486,2.098,0.0,0.094,11145940992.0,381612032.0,13584445440.0,42400604160.0,134.0,438.0,0.0,2174976.0,1438011763.352,0.0,173.0
5.888,1.002,91.043,1.942,0.0,0.125,11147685888.0,381612032.0,13584519168.0,42398785536.0,433.0,438.0,0.0,1875968.0,1438011764.352,0.0,156.0
3.508,0.564,94.331,1.566,0.0,0.031,11147595776.0,381612032.0,13584584704.0,42398810112.0,3061.0,2036.0,0.0,1499136.0,1438011765.352,0.0,136.0
9.627,1.254,86.830,2.164,0.0,0.125,11124330496.0,381612032.0,13584678912.0,42421981184.0,161223.0,185457.0,0.0,2158592.0,1438011766.352,0.0,171.0
12.312,2.099,83.239,2.005,0.0,0.345,11129503744.0,381612032.0,13584846848.0,42416640000.0,71981.0,143791.0,0.0,2404352.0,1438011767.352,0.0,171.0
6.681,1.192,90.276,1.694,0.0,0.157,11128340480.0,381612032.0,13584904192.0,42417745920.0,86547.0,51628.0,0.0,2387968.0,1438011768.352,0.0,132.0
11.333,1.748,84.483,2.248,0.0,0.187,11132334080.0,381612032.0,13584990208.0,42413666304.0,194040.0,93446.0,0.0,2457600.0,1438011769.352,0.0,184.0
11.513,1.573,84.177,2.359,0.0,0.377,11132616704.0,381612032.0,13585162240.0,42413211648.0,575278.0,96643675.0,0.0,2330624.0,1438011770.352,0.0,191.0
11.055,1.503,85.406,1.848,0.0,0.188,11132878848.0,381612032.0,13585285120.0,42412826624.0,105389.0,90873.0,0.0,2322432.0,1438011771.352,0.0,146.0
7.736,0.940,89.884,1.221,0.0,0.219,11133784064.0,381612032.0,13585375232.0,42411831296.0,176300.0,141881.0,0.0,2555904.0,1438011772.352,0.0,113.0
1.565,0.407,97.809,0.188,0.0,0.031,11133874176.0,381612032.0,13585383424.0,42411732992.0,80945.0,40724.0,0.0,1916928.0,1438011773.352,0.0,43.0
1.846,0.626,97.215,0.282,0.0,0.031,11135893504.0,381612032.0,13585387520.0,42409709568.0,38000.0,24772.0,0.0,643072.0,1438011774.352,0.0,21.0
1.251,0.344,98.217,0.188,0.0,0.0,11136188416.0,381612032.0,13585424384.0,42409377792.0,18264.0,13810.0,0.0,524288.0,1438011775.352,0.0,22.0
0.970,0.313,98.498,0.219,0.0,0.0,11135311872.0,381612032.0,13585424384.0,42410254336.0,2312.0,10165.0,0.0,540672.0,1438011776.352,0.0,25.0
3.141,0.440,95.603,0.754,0.0,0.063,11132358656.0,381612032.0,13585469440.0,42413162496.0,34081.0,33422.0,0.0,880640.0,1438011777.352,0.0,51.0
2.039,0.314,97.365,0.282,0.0,0.0,11134795776.0,381612032.0,13585489920.0,42410704896.0,10184.0,10479.0,0.0,659456.0,1438011778.352,0.0,27.0
3.075,0.565,96.172,0.188,0.0,0.0,11135418368.0,381612032.0,13585510400.0,42410061824.0,30268.0,57822.0,0.0,540672.0,1438011779.352,0.0,20.0
3.770,0.691,95.130,0.377,0.0,0.031,11136131072.0,381612032.0,13585551360.0,42409308160.0,48024.0,34486.0,0.0,528384.0,1438011780.352,0.0,15.0
