total_time;spawn_time;image_time;domain_time;instances
6569;787;-;350;10
6981;812;-;353;10
6913;1215;-;681;10
7190;1047;-;269;10
7224;993;-;317;10
7388;1443;-;213;10
7574;925;-;392;10
7491;1345;-;359;10
7629;1445;-;321;10
7632;1464;-;225;10
