total_time;spawn_time;image_time;domain_time;instances
27261;21154;19130;725;10
27503;19984;18910;305;10
27532;21017;19400;586;10
27793;20818;19011;920;10
27844;19808;18737;239;10
27888;20604;18826;686;10
27958;21392;19202;396;10
28046;20970;18624;887;10
28387;22550;21923;104;10
28838;22835;22448;88;10
