total_time;spawn_time;image_time;instance_time;concurrent_instances
6905;490;-;315;10
7203;614;-;395;10
7493;1112;-;796;10
7643;1157;-;852;10
7666;1487;-;1140;10
7613;1169;-;884;10
7840;1072;-;757;10
7900;690;-;463;10
8309;1186;-;971;10
8299;1324;-;1010;10
