total_time;spawn_time;image_time;domain_time;instances
6800;671;-;561;10
7470;754;-;505;10
7765;678;-;411;10
7943;1677;-;1291;10
7947;1397;-;1042;10
8168;908;-;562;10
8059;662;-;355;10
8391;1273;-;946;10
8492;1427;-;1078;10
8357;1160;-;941;10
