42380.00;6822
40620.00;6605
38980.00;5629
14840.00;11408
17470.00;7301
40370.00;6984
44380.00;4078
44760.00;3840
17670.00;7231
44480.00;3863
45670.00;3759
44500.00;3899
44240.00;3903
45160.00;3663
41520.00;6012
38070.00;6178
18190.00;8029
15120.00;11245
44570.00;7315
15280.00;13468
44000.00;3698
40130.00;5448
43170.00;6595
14650.00;13433
44670.00;3718
17100.00;8024
15210.00;9503
15400.00;11152
38950.00;5612
45170.00;3770
