"usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send","read","writ","epoch","read","writ"
0.728,0.266,98.670,0.333,0.000,0.003,11142406144.0,381603840.0,13458223104.0,42530369536.0,0.0,0.0,1203.490,913946.354,1438010147.595,0.085,88.564
0.375,0.156,99.406,0.063,0.0,0.0,11142307840.0,381603840.0,13458223104.0,42530467840.0,322.0,1148.0,0.0,36864.0,1438010148.596,0.0,3.0
0.345,0.094,99.561,0.0,0.0,0.0,11141656576.0,381603840.0,13458227200.0,42531115008.0,134.0,438.0,0.0,0.0,1438010149.596,0.0,0.0
0.781,0.219,98.906,0.094,0.0,0.0,11147976704.0,381603840.0,13458231296.0,42524790784.0,134.0,422.0,0.0,40960.0,1438010150.596,0.0,6.0
2.980,0.439,96.518,0.063,0.0,0.0,11166220288.0,381603840.0,13458235392.0,42506543104.0,2249.0,1064.0,0.0,98304.0,1438010151.596,0.0,9.0
3.542,0.690,94.138,1.567,0.0,0.063,11170893824.0,381603840.0,13458272256.0,42501832704.0,204.0,556.0,0.0,901120.0,1438010152.596,0.0,105.0
4.321,0.564,93.237,1.785,0.0,0.094,11169308672.0,381603840.0,13458341888.0,42503348224.0,134.0,438.0,0.0,1327104.0,1438010153.596,0.0,142.0
4.890,0.846,92.038,2.038,0.0,0.188,11170471936.0,381603840.0,13458411520.0,42502115328.0,2455.0,2036.0,0.0,1351680.0,1438010154.596,0.0,144.0
4.501,0.688,93.342,1.344,0.0,0.125,11170627584.0,381603840.0,13458493440.0,42501877760.0,134.0,438.0,0.0,1404928.0,1438010155.596,0.0,126.0
4.109,0.596,93.476,1.725,0.0,0.094,11167748096.0,381603840.0,13458538496.0,42504712192.0,3906.0,2285.0,0.0,1478656.0,1438010156.596,0.0,140.0
4.112,0.408,93.252,2.134,0.0,0.094,11168923648.0,381603840.0,13458620416.0,42503454720.0,2282.0,1895.0,0.0,8564736.0,1438010157.596,0.0,282.0
4.958,0.471,93.034,1.443,0.0,0.094,11168464896.0,381603840.0,13458681856.0,42503852032.0,406.0,438.0,0.0,1658880.0,1438010158.596,0.0,150.0
3.467,0.625,94.597,1.249,0.0,0.062,11170496512.0,381603840.0,13458731008.0,42501771264.0,268.0,556.0,0.0,1179648.0,1438010159.596,0.0,136.0
10.038,1.001,86.773,2.095,0.0,0.094,11146596352.0,381603840.0,13458841600.0,42525560832.0,116365.0,146029.0,0.0,2519040.0,1438010160.596,0.0,165.0
13.224,1.511,83.092,1.826,0.0,0.346,11138617344.0,381603840.0,13458964480.0,42533416960.0,116984.0,196036.0,0.0,2555904.0,1438010161.596,0.0,164.0
8.150,0.878,89.060,1.693,0.0,0.219,11135979520.0,381603840.0,13459087360.0,42535931904.0,67469.0,143525.0,0.0,2195456.0,1438010162.596,0.0,155.0
10.198,1.259,86.150,2.203,0.0,0.189,11137347584.0,381603840.0,13459185664.0,42534465536.0,183925.0,7625601.0,0.0,2572288.0,1438010163.596,0.0,173.0
12.547,1.352,83.648,2.170,0.0,0.283,11140632576.0,381603840.0,13459320832.0,42531045376.0,619855.0,103999932.0,0.0,2908160.0,1438010164.596,0.0,211.0
8.026,1.133,88.700,1.605,0.0,0.535,11138224128.0,381603840.0,13459509248.0,42533265408.0,1124728.0,122863071.0,0.0,1847296.0,1438010165.596,0.0,141.0
4.887,1.003,92.763,1.096,0.0,0.251,11132325888.0,381603840.0,13459591168.0,42539081728.0,775308.0,115285526.0,0.0,1753088.0,1438010166.596,0.0,100.0
0.880,0.346,98.366,0.251,0.0,0.157,11130138624.0,381603840.0,13459595264.0,42541264896.0,1152446.0,123375122.0,0.0,1269760.0,1438010167.597,0.0,41.0
0.940,0.564,98.308,0.063,0.0,0.125,11130544128.0,381603840.0,13459595264.0,42540859392.0,1152754.0,123374558.0,0.0,507904.0,1438010168.597,0.0,11.0
0.565,0.408,98.995,0.031,0.0,0.0,11130286080.0,381603840.0,13459599360.0,42541113344.0,839994.0,122103922.0,0.0,495616.0,1438010169.596,0.0,18.0
0.784,0.314,98.683,0.157,0.0,0.063,11127517184.0,381603840.0,13459603456.0,42543878144.0,641334.0,120746830.0,0.0,471040.0,1438010170.596,0.0,17.0
0.721,0.439,98.746,0.063,0.0,0.031,11125657600.0,381603840.0,13459603456.0,42545737728.0,450094.0,123374488.0,0.0,630784.0,1438010171.596,0.0,18.0
0.689,0.345,98.840,0.094,0.0,0.031,11126235136.0,381603840.0,13459603456.0,42545160192.0,377224.0,120529066.0,0.0,471040.0,1438010172.596,0.0,12.0
0.847,0.251,98.493,0.314,0.0,0.094,11123724288.0,381603840.0,13459607552.0,42547666944.0,521144.0,123372970.0,0.0,614400.0,1438010173.596,0.0,30.0
0.874,0.375,98.626,0.125,0.0,0.0,11122704384.0,381603840.0,13459615744.0,42548678656.0,202585.0,48676935.0,0.0,430080.0,1438010174.596,0.0,18.0
0.345,0.094,99.499,0.063,0.0,0.0,11119955968.0,381603840.0,13459623936.0,42551418880.0,204.0,556.0,0.0,356352.0,1438010175.596,0.0,9.0
0.470,0.094,99.374,0.063,0.0,0.0,11119181824.0,381603840.0,13459623936.0,42552193024.0,204.0,556.0,0.0,352256.0,1438010176.596,0.0,13.0
0.594,0.156,98.968,0.281,0.0,0.0,11117244416.0,381603840.0,13459623936.0,42554130432.0,204.0,556.0,0.0,4104192.0,1438010177.596,0.0,74.0
0.501,0.125,98.935,0.438,0.0,0.0,11116888064.0,381603840.0,13459623936.0,42554486784.0,392.0,556.0,0.0,3604480.0,1438010178.596,0.0,81.0
0.344,0.125,99.499,0.031,0.0,0.0,11115720704.0,381603840.0,13459623936.0,42555654144.0,392.0,556.0,0.0,159744.0,1438010179.596,0.0,8.0
1.315,0.282,98.277,0.125,0.0,0.0,11116445696.0,381603840.0,13459632128.0,42554920960.0,392.0,556.0,0.0,225280.0,1438010180.596,0.0,14.0
1.851,0.314,97.678,0.094,0.0,0.063,11118665728.0,381603840.0,13459632128.0,42552700928.0,92631.0,45028.0,0.0,192512.0,1438010181.596,0.0,10.0
1.254,0.188,98.275,0.282,0.0,0.0,11117645824.0,381603840.0,13459632128.0,42553720832.0,72199.0,40256.0,0.0,233472.0,1438010182.596,0.0,11.0
0.689,0.125,99.092,0.094,0.0,0.0,11118956544.0,381603840.0,13459664896.0,42552377344.0,26297.0,16889.0,0.0,77824.0,1438010183.596,0.0,9.0
2.128,0.469,97.027,0.376,0.0,0.0,11119001600.0,381603840.0,13459640320.0,42552356864.0,21104.0,39811.0,0.0,233472.0,1438010184.596,0.0,26.0
2.003,0.219,97.309,0.469,0.0,0.0,11118555136.0,381603840.0,13459693568.0,42552750080.0,20932.0,28593.0,0.0,163840.0,1438010185.596,0.0,23.0
2.162,0.439,97.274,0.094,0.0,0.031,11120922624.0,381603840.0,13459693568.0,42550382592.0,20092.0,13286.0,0.0,1351680.0,1438010186.596,0.0,24.0
4.917,0.501,94.081,0.470,0.0,0.031,11124428800.0,381603840.0,13459722240.0,42546847744.0,44761.0,38566.0,0.0,450560.0,1438010187.596,0.0,30.0
2.631,0.376,96.398,0.595,0.0,0.0,11125014528.0,381603840.0,13459734528.0,42546249728.0,53895.0,69150.0,0.0,7475200.0,1438010188.596,0.0,161.0
0.907,0.219,98.875,0.0,0.0,0.0,11126460416.0,381603840.0,13459738624.0,42544799744.0,22942.0,30992.0,0.0,0.0,1438010189.596,0.0,0.0
10.756,1.192,86.203,1.787,0.0,0.063,11126333440.0,381603840.0,13459746816.0,42544918528.0,84728.0,31289.0,0.0,1646592.0,1438010190.596,0.0,142.0
7.745,0.627,89.526,1.976,0.0,0.125,11126018048.0,381603840.0,13459824640.0,42545156096.0,397116.0,161299.0,0.0,1847296.0,1438010191.596,0.0,156.0
18.619,2.166,76.546,2.229,0.0,0.440,11119644672.0,381603840.0,13459894272.0,42551459840.0,131416.0,80443.0,0.0,2514944.0,1438010192.596,0.0,169.0
14.559,1.632,81.111,2.416,0.0,0.282,11116466176.0,381603840.0,13460156416.0,42554376192.0,99801.0,64275.0,0.0,2007040.0,1438010193.596,0.0,172.0
13.469,1.688,82.312,2.344,0.0,0.188,11113906176.0,381603840.0,13460283392.0,42556809216.0,250410.0,119087.0,0.0,1941504.0,1438010194.596,0.0,185.0
9.177,1.131,87.744,1.697,0.0,0.251,11107700736.0,381603840.0,13460496384.0,42562801664.0,198856.0,128709.0,0.0,1736704.0,1438010195.596,0.0,157.0
11.505,1.285,84.796,2.132,0.0,0.282,11102081024.0,381603840.0,13460631552.0,42568286208.0,133199.0,106176.0,0.0,2166784.0,1438010196.596,0.0,163.0
1.878,0.407,97.371,0.344,0.0,0.0,11100819456.0,381603840.0,13460676608.0,42569502720.0,104629.0,109584.0,0.0,479232.0,1438010197.596,0.0,30.0
2.382,0.595,96.615,0.407,0.0,0.0,11100852224.0,381603840.0,13460742144.0,42569404416.0,17215.0,10749.0,0.0,1126400.0,1438010198.596,0.0,42.0
3.003,0.626,95.683,0.657,0.0,0.031,11099537408.0,381603840.0,13460852736.0,42570608640.0,8362.0,17545.0,0.0,552960.0,1438010199.596,0.0,33.0
1.567,0.282,98.026,0.125,0.0,0.0,11099308032.0,381603840.0,13460869120.0,42570821632.0,47597.0,34147.0,0.0,303104.0,1438010200.596,0.0,9.0
4.517,0.659,94.385,0.439,0.0,0.0,11098296320.0,381603840.0,13460885504.0,42571816960.0,22198.0,20770.0,0.0,897024.0,1438010201.596,0.0,41.0
2.812,0.531,96.469,0.156,0.0,0.031,11097174016.0,381603840.0,13460914176.0,42572910592.0,59104.0,62831.0,0.0,311296.0,1438010202.596,0.0,12.0
4.352,0.501,94.552,0.564,0.0,0.031,11094228992.0,381603840.0,13460914176.0,42575855616.0,23173.0,17118.0,0.0,749568.0,1438010203.596,0.0,49.0
10.455,1.381,85.808,2.166,0.0,0.188,11093139456.0,381603840.0,13460922368.0,42576936960.0,419350.0,175552.0,0.0,2011136.0,1438010204.596,0.0,159.0
12.296,1.725,83.407,2.290,0.0,0.282,11087970304.0,381603840.0,13461053440.0,42581975040.0,115929.0,71205.0,0.0,3178496.0,1438010205.596,0.0,179.0
