"nova.boot_server":29.95391321182251
"nova.boot_server":32.85050892829895
"nova.boot_server":34.43715190887451
"nova.boot_server":38.2453989982605
"nova.boot_server":39.64477610588074
"nova.boot_server":40.12797784805298
"nova.boot_server":40.17888116836548
"nova.boot_server":40.25633502006531
"nova.boot_server":41.039511919021606
"nova.boot_server":41.09109711647034
"nova.boot_server":41.84570503234863
"nova.boot_server":42.281667947769165
"nova.boot_server":42.57607579231262
"nova.boot_server":42.805516958236694
"nova.boot_server":43.1420111656189
"nova.boot_server":43.44280409812927
"nova.boot_server":43.89830994606018
"nova.boot_server":44.304203033447266
"nova.boot_server":45.83109092712402
"nova.boot_server":45.92726802825928
"nova.boot_server":46.51711392402649
"nova.boot_server":46.9032769203186
"nova.boot_server":47.91114807128906
"nova.boot_server":47.967185974121094
"nova.boot_server":48.0068359375
"nova.boot_server":48.152536153793335
"nova.boot_server":48.2277250289917
"nova.boot_server":48.630208015441895
"nova.boot_server":48.65571188926697
"nova.boot_server":48.703933000564575
