"usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send","read","writ","epoch","read","writ"
2.320,0.501,97.136,0.040,0.000,0.003,2549768192.0,433238016.0,7569924096.0,1.24603600896e+11,0.0,0.0,94323.099,932665.484,1438058126.322,5.417,170.736
0.094,0.156,99.750,0.0,0.0,0.0,2549174272.0,433238016.0,7569928192.0,1.2460419072e+11,456.0,1266.0,0.0,0.0,1438058127.323,0.0,0.0
0.219,0.156,99.625,0.0,0.0,0.0,2549698560.0,433238016.0,7569928192.0,1.24603666432e+11,140.0,540.0,0.0,0.0,1438058128.323,0.0,0.0
0.156,0.062,99.781,0.0,0.0,0.0,2549547008.0,433238016.0,7569928192.0,1.24603817984e+11,1929.0,2859.0,0.0,0.0,1438058129.323,0.0,0.0
0.156,0.156,99.688,0.0,0.0,0.0,2549567488.0,433238016.0,7569928192.0,1.24603797504e+11,140.0,540.0,0.0,0.0,1438058130.323,0.0,0.0
0.031,0.031,99.937,0.0,0.0,0.0,2549047296.0,433238016.0,7569928192.0,1.24604317696e+11,268.0,540.0,0.0,0.0,1438058131.323,0.0,0.0
0.063,0.063,99.875,0.0,0.0,0.0,2548797440.0,433238016.0,7569932288.0,1.24604563456e+11,350.0,540.0,0.0,32768.0,1438058132.323,0.0,2.0
0.188,0.0,99.812,0.0,0.0,0.0,2548658176.0,433238016.0,7569932288.0,1.2460470272e+11,268.0,556.0,0.0,0.0,1438058133.323,0.0,0.0
0.874,0.187,98.938,0.0,0.0,0.0,2548547584.0,433238016.0,7569932288.0,1.24604813312e+11,50848.0,32046.0,0.0,0.0,1438058134.323,0.0,0.0
1.063,0.125,98.812,0.0,0.0,0.0,2548285440.0,433238016.0,7569969152.0,1.24605038592e+11,67627.0,100738.0,0.0,0.0,1438058135.323,0.0,0.0
2.130,0.783,96.649,0.0,0.0,0.438,2550349824.0,433238016.0,7647354880.0,1.2452558848e+11,14017807.0,170525.0,0.0,0.0,1438058136.323,0.0,0.0
2.412,0.626,96.618,0.0,0.0,0.345,2548322304.0,433238016.0,7762890752.0,1.24412080128e+11,118364002.0,297287.0,0.0,69632.0,1438058137.323,0.0,2.0
2.759,0.784,96.174,0.0,0.0,0.282,2546102272.0,433238016.0,7882301440.0,1.24294889472e+11,123322279.0,686035.0,0.0,0.0,1438058138.323,0.0,0.0
2.256,0.971,96.396,0.063,0.0,0.313,2548191232.0,433238016.0,7997595648.0,1.24177506304e+11,123375727.0,625019.0,0.0,315285504.0,1438058139.323,0.0,1156.0
2.592,0.999,96.127,0.0,0.0,0.281,2547707904.0,433238016.0,8115605504.0,1.24059979776e+11,123372624.0,591076.0,0.0,0.0,1438058140.323,0.0,0.0
2.191,0.814,96.557,0.0,0.0,0.438,2545930240.0,433238016.0,8234782720.0,1.23942580224e+11,123378268.0,569662.0,0.0,0.0,1438058141.323,0.0,0.0
2.379,0.845,96.462,0.0,0.0,0.313,2545532928.0,433238016.0,8352481280.0,1.23825278976e+11,123377248.0,642370.0,0.0,0.0,1438058142.323,0.0,0.0
2.415,0.815,96.488,0.0,0.0,0.282,2547204096.0,433238016.0,8469311488.0,1.237067776e+11,123373722.0,639710.0,0.0,53248.0,1438058143.323,0.0,2.0
2.286,1.034,96.336,0.031,0.0,0.313,2545311744.0,433238016.0,8588300288.0,1.23589681152e+11,123372980.0,593338.0,0.0,225705984.0,1438058144.323,0.0,807.0
2.288,2.288,95.172,0.0,0.0,0.251,2557358080.0,433238016.0,8789106688.0,1.23376828416e+11,123377458.0,664878.0,0.0,0.0,1438058145.323,0.0,0.0
2.481,3.329,93.970,0.0,0.0,0.220,2547736576.0,433238016.0,9228967936.0,1.22946588672e+11,108870394.0,473810.0,0.0,0.0,1438058146.323,0.0,0.0
3.165,2.570,93.168,0.783,0.0,0.313,2563629056.0,437669888.0,9468395520.0,1.22686836736e+11,123377284.0,758242.0,24576.0,0.0,1438058147.323,6.0,0.0
2.793,2.322,93.819,0.847,0.0,0.220,2579959808.0,440778752.0,9724923904.0,1.22410868736e+11,121722488.0,487616.0,65536.0,7348224.0,1438058148.323,16.0,27.0
3.515,2.637,93.597,0.031,0.0,0.220,2593488896.0,443875328.0,9174081536.0,1.2294508544e+11,123376765.0,585663.0,4096.0,6807552.0,1438058149.323,1.0,36.0
8.745,2.517,88.644,0.0,0.0,0.094,2675613696.0,443916288.0,9290022912.0,1.22746978304e+11,119232968.0,388372.0,0.0,262144.0,1438058150.323,0.0,8.0
9.111,4.178,86.648,0.0,0.0,0.063,2745257984.0,443944960.0,9361997824.0,1.22605330432e+11,120358734.0,259052.0,0.0,0.0,1438058151.323,0.0,0.0
