"usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send","read","writ","epoch","read","writ"
0.407,0.125,98.653,0.814,0.0,0.0,11274686464.0,408686592.0,11982004224.0,43847225344.0,134.0,438.0,0.0,7430144.0,1438059137.451,0.0,186.0
0.282,0.188,99.373,0.157,0.0,0.0,11274428416.0,408686592.0,11982004224.0,43847483392.0,1039.0,438.0,0.0,229376.0,1438059138.451,0.0,37.0
1.034,0.251,98.653,0.063,0.0,0.0,11273605120.0,408686592.0,11982016512.0,43848294400.0,134.0,438.0,0.0,69632.0,1438059139.451,0.0,6.0
0.814,0.313,98.717,0.156,0.0,0.0,11273043968.0,408686592.0,11982016512.0,43848855552.0,2209.0,946.0,0.0,24576.0,1438059140.451,0.0,3.0
0.596,0.125,99.216,0.063,0.0,0.0,11274481664.0,408686592.0,11982020608.0,43847413760.0,11308.0,84793.0,0.0,45056.0,1438059141.451,0.0,6.0
0.969,0.281,98.687,0.063,0.0,0.0,11274215424.0,408686592.0,11982020608.0,43847680000.0,7881.0,10870.0,0.0,86016.0,1438059142.451,0.0,9.0
0.470,0.094,99.436,0.0,0.0,0.0,11274260480.0,408686592.0,11982020608.0,43847634944.0,204.0,438.0,0.0,12288.0,1438059143.451,0.0,2.0
0.376,0.125,99.247,0.251,0.0,0.0,11275358208.0,408686592.0,11982020608.0,43846537216.0,252.0,508.0,0.0,36864.0,1438059144.451,0.0,3.0
0.563,0.188,99.219,0.031,0.0,0.0,11274903552.0,408686592.0,11982020608.0,43846991872.0,134.0,438.0,0.0,24576.0,1438059145.451,0.0,3.0
0.501,0.219,99.280,0.0,0.0,0.0,11273236480.0,408686592.0,11982036992.0,43848642560.0,1039.0,438.0,0.0,0.0,1438059146.451,0.0,0.0
0.532,0.156,98.624,0.688,0.0,0.0,11272818688.0,408686592.0,11982036992.0,43849060352.0,204.0,540.0,0.0,3821568.0,1438059147.451,0.0,111.0
0.376,0.157,99.468,0.0,0.0,0.0,11273216000.0,408686592.0,11982036992.0,43848663040.0,1308.0,1266.0,0.0,16384.0,1438059148.451,0.0,3.0
0.846,0.376,98.716,0.031,0.0,0.031,11273912320.0,408686592.0,11982036992.0,43847966720.0,204.0,556.0,0.0,32768.0,1438059149.451,0.0,3.0
0.438,0.188,99.155,0.219,0.0,0.0,11273781248.0,408686592.0,11982036992.0,43848097792.0,204.0,556.0,0.0,28672.0,1438059150.451,0.0,3.0
0.594,0.188,99.155,0.063,0.0,0.0,11273117696.0,408686592.0,11982041088.0,43848757248.0,2517.0,2035.0,0.0,24576.0,1438059151.451,0.0,3.0
0.376,0.157,99.436,0.031,0.0,0.0,11272908800.0,408686592.0,11982041088.0,43848966144.0,198.0,438.0,0.0,20480.0,1438059152.451,0.0,3.0
0.438,0.063,99.499,0.0,0.0,0.0,11272036352.0,408686592.0,11982041088.0,43849838592.0,134.0,438.0,0.0,0.0,1438059153.451,0.0,0.0
0.376,0.125,99.499,0.0,0.0,0.0,11272212480.0,408686592.0,11982041088.0,43849662464.0,134.0,422.0,0.0,20480.0,1438059154.451,0.0,3.0
0.314,0.063,99.624,0.0,0.0,0.0,11272224768.0,408686592.0,11982045184.0,43849646080.0,204.0,556.0,0.0,24576.0,1438059155.451,0.0,3.0
0.501,0.219,99.249,0.031,0.0,0.0,11271696384.0,408686592.0,11982057472.0,43850162176.0,134.0,438.0,0.0,0.0,1438059156.451,0.0,0.0
0.438,0.156,99.280,0.125,0.0,0.0,11271266304.0,408686592.0,11982057472.0,43850592256.0,134.0,422.0,0.0,32768.0,1438059157.451,0.0,3.0
0.500,0.156,99.312,0.031,0.0,0.0,11270696960.0,408686592.0,11982057472.0,43851161600.0,1168.0,438.0,0.0,8192.0,1438059158.451,0.0,2.0
1.129,0.345,98.307,0.220,0.0,0.0,11269877760.0,408686592.0,11982057472.0,43851980800.0,1992.0,828.0,0.0,774144.0,1438059159.451,0.0,33.0
0.501,0.125,99.124,0.250,0.0,0.0,11270668288.0,408686592.0,11982057472.0,43851190272.0,134.0,438.0,0.0,24576.0,1438059160.451,0.0,3.0
0.532,0.156,99.249,0.063,0.0,0.0,11270221824.0,408686592.0,11982061568.0,43851632640.0,2453.0,2035.0,0.0,20480.0,1438059161.451,0.0,3.0
0.470,0.094,99.405,0.031,0.0,0.0,11270430720.0,408686592.0,11982061568.0,43851423744.0,134.0,438.0,0.0,24576.0,1438059162.451,0.0,3.0
0.532,0.125,99.343,0.0,0.0,0.0,11270160384.0,408686592.0,11982061568.0,43851694080.0,1039.0,438.0,0.0,28672.0,1438059163.451,0.0,4.0
0.532,0.219,98.967,0.282,0.0,0.0,11270021120.0,408686592.0,11982061568.0,43851833344.0,134.0,438.0,0.0,20480.0,1438059164.451,0.0,3.0
0.501,0.094,99.186,0.219,0.0,0.0,11269566464.0,408686592.0,11982065664.0,43852283904.0,342.0,438.0,0.0,24576.0,1438059165.451,0.0,3.0
0.501,0.094,99.374,0.031,0.0,0.0,11270320128.0,408686592.0,11982065664.0,43851530240.0,134.0,438.0,0.0,20480.0,1438059166.451,0.0,3.0
0.438,0.125,99.436,0.0,0.0,0.0,11270193152.0,408686592.0,11982065664.0,43851657216.0,395.0,534.0,0.0,40960.0,1438059167.451,0.0,3.0
