total_time;spawn_time;image_time;domain_time;instances
9042;;-;223;20
10131;943;-;334;20
10397;1018;-;339;20
12016;487;-;135;20
13622;1328;-;659;20
13402;1706;-;356;20
13799;2051;-;340;20
13825;591;-;369;20
13854;841;-;456;20
14075;2338;-;669;20
13831;1947;-;677;20
13893;1102;-;475;20
14161;1486;-;768;20
14402;854;-;474;20
14090;929;-;439;20
14457;1377;-;1001;20
14414;2479;-;514;20
14563;1760;-;898;20
14239;1314;-;352;20
14586;2313;-;222;20
